InterPro Entry Accession	InterPro Entry Name	InterPro Entry Type
IPR023997	TonB-dependent outer membrane protein SusC/RagA, conserved site	Conserved_site
IPR023998	Siderophore ferric iron reductase, AHA1954 family	Family
IPR014705	B/K protein	Family
IPR014707	Coagulation factor 8	Family
IPR016026	Lytic transglycosylase, superhelical U-shaped and linker domain	Domain
IPR014715	Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 2	Domain
IPR014716	Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1	Domain
IPR014717	Translation elongation factor EF1B/ribosomal protein S6	Domain
IPR023203	TTHA0068-like domain	Domain
IPR018730	Protein of unknown function DUF2273	Family
IPR018731	Autophagy-related protein 13	Family
IPR018732	Dpy-19	Family
IPR018733	Protein of unknown function DUF2274	Family
IPR018734	Domain of unknown function DUF2275	Domain
IPR018735	Protein of unknown function DUF2277	Family
IPR018736	Protein of unknown function DUF2279, periplasmic lipoprotein	Family
IPR018737	DREAM complex, subunit Lin-52	Family
IPR018738	Burkholderia phage Bups phi1, Orf2.36	Family
IPR018739	Domain of unknown function DUF2281	Domain
IPR018740	Protein of unknown function DUF2282, integral membrane	Family
IPR018741	Protein of unknown function DUF2288	Family
IPR018742	Protein of unknown function DUF2290	Family
IPR018743	Protein of unknown function DUF2292	Family
IPR018744	Domain of unknown function DUF2293	Domain
IPR018745	Domain of unknown function DUF2294	Domain
IPR018746	Protein of unknown function DUF2298	Family
IPR018747	Protein of unknown function DUF2299	Family
IPR018748	Domain of unknown function DUF2300, secreted	Domain
IPR018750	Protein of unknown function DUF2306, membrane	Family
IPR023321	PINIT domain	Domain
IPR018752	Uncharacterised protein family UPF0753	Family
IPR018753	Azospirillum phage Cd, Gp10	Family
IPR018754	Protein of unknown function DUF2285	Family
IPR018755	Bacteriophage Mu, Gp48	Family
IPR018756	Domain of unknown function DUF2314	Domain
IPR018757	Protein of unknown function DUF2316	Family
IPR018758	Domain of unknown function DUF2318, membrane	Domain
IPR018759	Protein of unknown function DUF2320	Family
IPR018760	Protein of unknown function DUF2326	Domain
IPR023566	Peptidyl-prolyl cis-trans isomerase, FKBP-type	Family
IPR018762	Protein of unknown function DUF2328	Family
IPR018763	Protein of unknown function DUF2334	Family
IPR018764	Anti-sigma K factor RskA	Family
IPR018765	Domain of unknown function DUF2341	Domain
IPR018766	Protein of unknown function DUF2342	Family
IPR018767	Brl1/Brr6 domain	Domain
IPR018768	Domain of unknown function DUF2344	Domain
IPR018769	Domain of unknown function DUF2345, Vgr C-terminal	Domain
IPR018770	5-bromo-4-chloroindolyl phosphate hydrolysis protein	Family
IPR018771	PocR domain	Domain
IPR018772	Transcription activator HlyU	Family
IPR018773	Methyltransferase regulatory domain, predicted	Domain
IPR018774	Bacteriophage Mu, GpT	Domain
IPR018775	Nucleotidyltransferase, predicted	Family
IPR017453	Glycine cleavage H-protein, subgroup	Family
IPR017873	Cysteine-rich Golgi apparatus protein 1 repeat, eukaryote	Repeat
IPR017874	CRIC domain	Domain
IPR017875	ABC transporter, aliphatic sulphonate import, ATP-binding protein	Family
IPR017877	Myb-like domain	Domain
IPR017880	KilA, N-terminal	Domain
IPR017881	Nitrite reductase [NAD(P)H] large subunit, NirD bacterial-type	Domain
IPR017910	Zinc finger, large T-antigen D1-type	Domain
IPR017913	Colipase, N-terminal	Domain
IPR017914	Colipase, C-terminal	Domain
IPR017915	Colipase, conserved site	Conserved_site
IPR017937	Thioredoxin, conserved site	Conserved_site
IPR019482	Interleukin-12 beta, central domain	Domain
IPR019485	Zinc finger, V(D)J recombination-activating protein 1	Domain
IPR019486	Argonaute hook domain	Domain
IPR019487	RAM signalling pathway, SOG2	Family
IPR019488	Nuclear pore RNA shuttling protein Mtr2	Domain
IPR019489	Clp ATPase, C-terminal	Domain
IPR019490	Bifunctional glucose-6-phosphate/mannose-6-phosphate isomerase, C-terminal	Domain
IPR019491	Lipoate protein ligase, C-terminal	Domain
IPR019492	Cyclo-malto-dextrinase, C-terminal	Domain
IPR019493	Bacteriocin, class IIb, lactacin-related	Family
IPR019494	FIST C domain	Domain
IPR019495	Exosome complex component CSL4	Family
IPR019496	Nuclear fragile X mental retardation-interacting protein 1, conserved domain	Family
IPR019497	Sorting nexin protein, WASP-binding domain	Domain
IPR019498	MENTAL domain	Domain
IPR019499	Valyl-tRNA synthetase,  tRNA-binding arm	Domain
IPR019500	Peptidase S46	Family
IPR019501	Peptidase M30, hyicolysin	Family
IPR019502	Peptidase S68, pidd	Family
IPR019503	Peptidase M66	Family
IPR019504	Peptidase U49, Lit peptidase	Family
IPR019505	Peptidase U40	Family
IPR019506	Peptidase inhibitor, PinA	Family
IPR019507	Protease A inhibitor IA3	Family
IPR019508	Proteinase inhibitor I48, clitocypin	Family
IPR019509	Carboxypeptidase inhibitor I68	Family
IPR019510	Protein kinase A anchor protein, nuclear localisation signal domain	Domain
IPR019511	Protein kinase A anchor protein, RI-RII subunit-binding domain	Domain
IPR019512	Protein phosphatase 1, regulatory subunit 15B, N-terminal	Domain
IPR019513	Centromere protein Cenp-F, leucine-rich repeat-containing domain	Domain
IPR019514	Protein of unknown function DUF2451, C-terminal	Domain
IPR019515	Vacuolar protein sorting-associated protein 54	Domain
IPR019516	Glomulin	Family
IPR019517	Integrin binding protein, ICAP-1	Family
IPR019518	Tumour-suppressor protein CtIP N-terminal	Domain
IPR019519	Elongator complex protein 5	Family
IPR019520	Ribosomal protein S23, mitochondrial	Family
IPR023355	Myotoxin/Anenome neurotoxin domain	Domain
IPR019522	Phosphoinositide 3-kinase 1B, gamma adapter, p101 subunit	Family
IPR019523	Protein phosphatase 1, regulatory subunit 15A/B, C-terminal	Domain
IPR019524	Ret-finger protein-like 3 antisense	Family
IPR019525	Nuclear respiratory factor 1, NLS/DNA-binding, dimerisation domain	Domain
IPR019526	Nuclear respiratory factor-1, activation binding domain	Domain
IPR018013	Nucleoside-specific channel-forming protein, Tsx-like	Family
IPR018425	Carbonic anhydrase, CAH-4-like, nematode	Family
IPR018428	Carbonic anhydrase, CA-VI	Family
IPR018429	Carbonic anhydrase, CA-IX	Family
IPR018430	Carbonic anhydrase, CA-XII	Family
IPR018431	Carbonic anhydrase, CA-XIV	Family
IPR023945	N-acetylmannosamine kinase, bacterial	Family
IPR018433	Carbonic anhydrase, putative, insect	Family
IPR018434	Carbonic anhydrase-related protein, CA-VIII	Family
IPR023356	Leucyl-tRNA synthetase, domain 3	Domain
IPR017405	Citron Rho-interacting kinase	Family
IPR017406	Serine/threonine-protein kinase Rio3	Family
IPR017407	Serine/threonine-protein kinase Rio1	Family
IPR017408	Arginine N-methyltransferase 2	Family
IPR017409	Pyruvate Pi dikinase regulator, chloroplast	Family
IPR017410	Mitochondrial outer membrane transport complex protein, metaxin	Family
IPR017411	Mitochondrial outer membrane translocase complex, subunit Tom22, plant	Family
IPR017412	Transcription factor, WRKY group Iie	Family
IPR017413	Transcription factor GTE6	Family
IPR017414	Asymmetric leaves, AS2/LOB	Family
IPR017415	RNA polymerase II transcriptional coactivator KELP	Family
IPR017416	Chaperonin 21, chloroplast	Family
IPR017417	Protein phosphatase 1, regulatory subunit 16A/B, eukaryote	Family
IPR017418	Inositol-tetrakisphosphate 1-kinase 4	Family
IPR017419	Mitogen-activated protein kinase kinase kinase, 12/13	Family
IPR017420	6,7-dimethyl-8-ribityllumazine synthase, chloroplast	Family
IPR017421	Mitogen-activated protein (MAP) kinase kinase kinase 7	Family
IPR017422	WD repeat protein 55	Family
IPR017423	tRNA (adenine-N(1)-)-methyltransferase, non-catalytic TRM6 subunit	Family
IPR017424	Mitogen-activated protein (MAP) kinase kinase kinase 8	Family
IPR017425	Mitogen-activated protein (MAP) kinase kinase kinase 14	Family
IPR017426	Nuclear receptor coactivator	Family
IPR017427	Inositol-tetrakisphosphate 1-kinase, plant	Family
IPR017428	Interleukin-1 receptor-associated kinase 4	Family
IPR017429	Suppressor of fused, bacterial	Family
IPR023191	Deoxynucleotide monophosphate kinase, N-terminal domain	Domain
IPR017431	Interferon regulatory factor-1/2	Family
IPR017432	Distrobrevin	Family
IPR017433	Dystrophin-related protein 2	Family
IPR019142	Dymeclin	Family
IPR019143	JNK/Rab-associated protein-1, N-terminal	Domain
IPR019144	Membralin	Family
IPR019145	Mediator complex, subunit Med10	Family
IPR019147	Suppressor of white apricot N-terminal domain	Domain
IPR019148	Nuclear protein DGCR14	Family
IPR019149	Protein of unknown function DUF2048	Family
IPR019150	Vesicle transport protein, Use1	Family
IPR019151	Proteasome assembly chaperone 2	Family
IPR019152	Protein of unknown function DUF2046	Family
IPR019153	DDRGK domain containing protein	Family
IPR019154	Arb2 domain	Domain
IPR019155	Uncharacterised protein family FPL	Family
IPR019156	Ataxin-10 domain	Domain
IPR023192	TGS-like domain	Domain
IPR023194	Eukaryotic translation initiation factor 3-like domain	Domain
IPR019159	Protein of unknown function DUF2037	Family
IPR019160	Exocyst complex, component 1/SEC3	Family
IPR019162	Fanconi anemia complex, subunit FancL, WD-repeat containing domain	Domain
IPR019163	THO complex, subunit 5	Family
IPR019164	Protein of unknown function DUF2053, membrane	Family
IPR019165	Peptidase M76, ATP23	Family
IPR019166	Apolipoprotein O	Family
IPR019167	Topoisomerase II-associated protein PAT1	Family
IPR019168	Transmembrane protein 188	Family
IPR019169	Transmembrane protein 26	Family
IPR019170	Meckelin	Family
IPR019171	Caffeine-induced death protein 2	Family
IPR019172	Osteopetrosis-associated transmembrane protein 1 precursor	Family
IPR019173	NADH:ubiquinone oxidoreductase, NDUFB5/SGDH subunit	Family
IPR019174	NADH dehydrogenase 1, beta subcomplex, subunit 6	Family
IPR019175	Prp31 C-terminal	Domain
IPR019176	Cytochrome B561-related	Family
IPR019177	Golgin subfamily A member 5	Family
IPR019178	Transmembrane protein 55A/B	Family
IPR019179	Coiled-coil domain-containing protein 149-A	Family
IPR019180	Oxidoreductase-like, N-terminal	Domain
IPR019181	Anticodon-binding domain	Domain
IPR019182	Cytochrome b-c1 complex, subunit 10	Family
IPR019183	N-acetyltransferase B complex, non-catalytic subunit	Family
IPR019184	Uncharacterised protein family, transmembrane-17	Family
IPR019185	Integral membrane protein SYS1-related	Family
IPR019186	Nucleolar protein 12	Family
IPR019187	Cyclin-dependent kinase 2-associated protein	Family
IPR019188	Small nuclear RNA activating complex (SNAPc), subunit SNAP43	Family
IPR019189	Ribosomal protein L27/L41, mitochondrial	Family
IPR019190	Exonuclease V	Family
IPR019191	Essential protein Yae1, N-terminal	Domain
IPR019192	Ribosomal protein L28/L40, mitochondrial	Family
IPR019193	Ubiquitin-conjugating enzyme E2-binding protein	Family
IPR019194	Transcription elognation factor  Eaf, N-terminal	Domain
IPR019195	ABC transporter, ATPase, putative	Family
IPR019196	ABC-type uncharacterised transport system	Domain
IPR019197	Biotin-protein ligase, N-terminal	Domain
IPR019198	Beta propeller domain-containing family	Family
IPR017439	Amidohydrolase	Family
IPR017722	Transcription regulator PhnR	Family
IPR017723	Transcription regulator, 2-aminoethylphosphonate utilisation-associated	Family
IPR017724	Aminoethylphosphonate utilisation-associated transcription regulator, LysR-type	Family
IPR017725	Phosphonate utilization associated transmembrane protein, putative	Family
IPR017726	Fe/S biogenesis protein, NfuA	Family
IPR017727	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase, BphD	Family
IPR017729	Type VI secretion system, ATPase ClpV1	Family
IPR017730	Chaperonin ClpB	Family
IPR017731	Type VI secretion system, IcmF	Family
IPR017732	Type IV / VI secretion system, DotU	Domain
IPR017733	Type VI secretion system, OmpA/MotB domain	Domain
IPR017734	Type VI secretion system, lipoprotein SciN	Family
IPR017735	Type VI secretion system, FHA domain-containing protein	Family
IPR017736	Glycoside hydrolase, family 1, beta-glucosidase	Family
IPR017737	Type VI secretion system, lysozyme-related protein	Family
IPR017738	Type VI secretion system-associated, VCA0118	Family
IPR017739	Type VI secretion system-associated, VCA0119	Family
IPR017740	Type VI secretion system-associated, ImpA	Family
IPR017741	FAD-dependent oxidoreductase, HpnW	Family
IPR017742	7-carboxy-7-deazaguanine synthase	Family
IPR024657	COMPASS complex Set1 subunit, N-SET domain	Domain
IPR021103	siRNA-binding, Argonaute	Repeat
IPR021104	KfrA, N-terminal DNA-binding domain	Domain
IPR021105	Potassium channel, voltage dependent, Kv3, inactivation domain	Domain
IPR021106	Protein Ste5, Fus3-binding	Domain
IPR021107	Restriction endonuclease, type II, HinP1I	Family
IPR021155	Poxvirus E2/O1	Family
IPR021458	Protein of unknown function DUF3109	Family
IPR021459	Glycosyl hydrolases related to GH101 family, GHL1-GHL3	Family
IPR021460	Protein of unknown function DUF3112	Family
IPR021461	Protein of unknown function DUF3113	Family
IPR021462	Protein of unknown function DUF3114	Family
IPR021463	Protein of unknown function DUF3115	Family
IPR021464	Protein of unknown function DUF3116	Family
IPR021465	Protein of unknown function DUF3117	Family
IPR021466	Putative rhamnosyl transferase	Family
IPR021467	Protein of unknown function DUF3119	Family
IPR021468	Protein of unknown function DUF3120	Family
IPR021469	Protein of unknown function DUF3122	Family
IPR021470	Protein of unknown function DUF3123	Family
IPR021471	Protein of unknown function DUF3124	Family
IPR021472	Protein of unknown function DUF3125	Family
IPR021473	Protein of unknown function DUF3126	Family
IPR021474	Protein of unknown function DUF3127	Family
IPR021475	Protein of unknown function DUF3128	Family
IPR021476	Protein of unknown function DUF3129	Family
IPR021477	Type VII secretion effector, SACOL2603 family	Family
IPR021478	Protein of unknown function DUF3131	Family
IPR021479	Citrus psorosis virus, 54kDa	Family
IPR021480	Protein of unknown function DUF3133	Family
IPR021481	Protein of unknown function DUF3134	Family
IPR021482	Protein of unknown function DUF3135	Family
IPR021483	Protein of unknown function DUF3136	Family
IPR021484	Protein of unknown function DUF3137	Family
IPR021485	Protein of unknown function DUF3138	Family
IPR021486	Protein of unknown function DUF3139	Family
IPR021487	Protein of unknown function DUF3140	Family
IPR021488	Protein of unknown function DUF3142	Family
IPR021489	Protein of unknown function DUF3143	Family
IPR021490	Protein of unknown function DUF3144	Family
IPR021491	Protein of unknown function DUF3145	Family
IPR021492	Protein of unknown function DUF3146	Family
IPR021493	Protein of unknown function DUF3147	Family
IPR021494	Protein of unknown function DUF3149	Family
IPR021495	Protein of unknown function DUF3148	Family
IPR021496	Protein of unknown function DUF3150	Family
IPR021497	Protein of unknown function DUF3154	Family
IPR021498	Protein of unknown function DUF3155	Family
IPR021499	Protein of unknown function DUF3153	Family
IPR021500	Protein of unknown function DUF3156	Family
IPR021501	Protein of unknown function DUF3157	Family
IPR021502	Protein of unknown function DUF3158	Family
IPR021503	Protein of unknown function DUF3110	Family
IPR021504	Protein of unknown function DUF3161	Family
IPR021505	Bacteriophage B3, Orf6	Family
IPR021506	Protein of unknown function DUF3165	Family
IPR021508	Protein of unknown function DUF3168	Family
IPR021509	Protein of unknown function DUF3169	Family
IPR021511	Protein of unknown function DUF3172	Family
IPR021512	Protein of unknown function DUF3173	Family
IPR021513	Ralstonia phage RSL1, Orf186	Family
IPR021514	Protein of unknown function DUF3176	Family
IPR021515	Protein of unknown function DUF3177	Family
IPR021516	Protein of unknown function DUF3179	Family
IPR021517	Protein of unknown function DUF3180	Family
IPR021518	Protein of unknown function DUF3181	Family
IPR021519	Protein of unknown function DUF3182	Family
IPR021520	Protein of unknown function DUF3184	Family
IPR021521	Protein of unknown function DUF3185	Family
IPR021522	Protein of unknown function DUF3186	Family
IPR021523	Protein of unknown function DUF3187	Family
IPR021524	Protein of unknown function DUF3188	Family
IPR021525	Protein of unknown function DUF3189	Family
IPR021526	Vitelline envelope, lysin receptor	Family
IPR021527	Protein of unknown function DUF2795	Family
IPR021528	Phagosome trafficking protein DotA	Family
